,Palabra,cant central,cant guaranitica,Total central,Total guaranitica,Total central guaranitica,Pvalue,fnorm central,fnorm guaranitica,maxdif
21,breñas,0.0,2582.0,0,166,166,0.0,0.0543388926549,83.2701497153,1532.42264696
38,calamuchita,2040.0,3.0,74,3,77,0.0,110.851341016,0.0967507548978,1145.74135502
72,charata,0.0,1803.0,0,304,304,1.02909246228e-234,0.0543388926549,58.1472036936,1070.08444325
26,blv,1218.0,2.0,167,2,169,0.0,66.1847712536,0.0645005032652,1026.11247825
103,quedarla,450.0,0.0,165,0,165,6.55397006844e-167,24.4525016947,0.0322502516326,758.211190823
158,hpavie,0.0,921.0,0,2,2,6.82402871683e-121,0.0543388926549,29.7024817536,546.615514273
169,crysis,315.0,0.0,51,0,51,1.93873151781e-117,17.1167511863,0.0322502516326,530.747833577
172,cvis,0.0,886.0,0,2,2,2.25577358791e-116,0.0543388926549,28.5737229465,525.842937727
188,quitilipi,1.0,836.0,1,96,97,2.36131359199e-109,0.0543388926549,26.9612103648,496.167828373
209,resis,1.0,767.0,1,292,293,1.92579065732e-100,0.0543388926549,24.7359430022,455.216177468
216,ceyfe,260.0,0.0,1,0,1,2.83360901313e-97,14.1281120903,0.0322502516326,438.077576921
239,mnes,1.0,685.0,1,175,176,7.53884554888e-90,0.0543388926549,22.0914223683,406.548998129
259,lep,226.0,1.0,58,1,59,5.25586424545e-84,12.28058974,0.0322502516326,380.790509169
284,sheik,207.0,1.0,70,1,71,4.91021671056e-77,11.2481507796,0.0322502516326,348.77714778
293,infoberaweb,0.0,568.0,0,1,1,2.71387609387e-75,0.0543388926549,18.3181429273,337.109242245
303,rumipal,195.0,1.0,60,1,61,1.24275964083e-72,10.5960840677,0.0322502516326,328.55818269
2,oberá,8.0,4294.0,5,356,361,0.0,0.434711141239,138.48258051,318.562298899
319,chipote,188.0,0.0,87,0,87,7.3378213553e-71,10.2157118191,0.0322502516326,316.763786388
327,aijue,0.0,528.0,0,184,184,4.02309340222e-70,0.0543388926549,17.028132862,313.369154763
330,rosmi,185.0,0.0,68,0,68,9.26125255491e-70,10.0526951412,0.0322502516326,311.709045118
137,otc,2.0,1044.0,2,64,66,1.19947098071e-135,0.10867778531,33.6692627044,309.80814164
138,fsa,2.0,1041.0,1,336,337,2.92587646864e-135,0.10867778531,33.5725119495,308.917888359
337,virasoro,0.0,520.0,0,60,60,4.35406813939e-69,0.0543388926549,16.7701308489,308.621137265
64,obera,4.0,2062.0,1,391,392,7.06177649561e-266,0.21735557062,66.5000188664,305.950377424
353,naschel,178.0,0.0,49,0,49,3.43661701764e-67,9.67232289257,0.0322502516326,299.914648814
362,reartes,174.0,0.0,26,0,26,1.01051254766e-65,9.45496732195,0.0322502516326,293.174993785
14,embalse,1212.0,7.0,238,7,245,0.0,65.8587378977,0.225751761428,291.730781993
388,insfrán,1.0,473.0,1,33,34,1.90500903917e-62,0.0543388926549,15.2543690222,280.726534475
167,argel,2.0,907.0,2,398,400,5.83530081305e-118,0.10867778531,29.2509782308,269.153241827
24,ctes,6.0,2670.0,4,621,625,0.0,0.326033355929,86.108171859,264.108473238
410,bnz,156.0,0.0,44,0,44,4.11025630119e-59,8.47686725416,0.0322502516326,262.846546152
414,qlia,155.0,0.0,41,0,41,9.57484104636e-59,8.42252836151,0.0322502516326,261.161632395
418,udpm,0.0,434.0,0,23,23,5.77491455452e-58,0.0543388926549,13.9966092085,257.579949179
427,informáticaestudio,150.0,0.0,1,0,1,6.57023030237e-57,8.15083389823,0.0322502516326,252.737063608
185,teresss,2.0,845.0,2,353,355,5.91442267014e-110,0.10867778531,27.2514626295,250.754674028
449,auspician,147.0,1.0,5,1,6,5.20785786076e-55,7.98781722027,0.0322502516326,247.682322336
448,localstrike,0.0,412.0,0,2,2,4.05605790812e-55,0.0543388926549,13.2871036726,244.522901064
455,berá,0.0,407.0,0,23,23,1.79941643089e-54,0.0543388926549,13.1258524145,241.55539013
457,othacehe,141.0,0.0,25,0,25,1.32983559381e-53,7.66178386434,0.0322502516326,237.572839791
81,apóstoles,4.0,1583.0,4,139,143,4.37916835377e-204,0.21735557062,51.0521483344,234.878490525
466,tancacha,139.0,0.0,59,0,59,7.22149724343e-53,7.55310607903,0.0322502516326,234.203012276
492,mitai,1.0,386.0,1,144,145,3.43734175958e-51,0.0543388926549,12.4485971302,229.091844202
498,mbae,0.0,374.0,0,177,177,3.36014561761e-50,0.0543388926549,12.0615941106,221.969817957
510,akil,0.0,362.0,0,144,144,1.20206411378e-48,0.0543388926549,11.674591091,214.847791712
230,venados,254.0,2.0,6,2,8,1.74663249926e-93,13.8020787343,0.0645005032652,213.984047187
528,eldorado,1.0,356.0,1,93,94,2.63036655967e-47,0.0543388926549,11.4810895812,211.28677859
537,acumulable,125.0,1.0,1,1,2,6.31398280389e-47,6.79236158186,0.0322502516326,210.614219673
519,despeñaderos,125.0,0.0,38,0,38,1.00866081473e-47,6.79236158186,0.0322502516326,210.614219673
238,fajitas,246.0,2.0,147,2,149,1.49897638204e-90,13.3673675931,0.0645005032652,207.244392158
237,apostoles,2.0,695.0,2,94,96,1.39928434701e-90,0.10867778531,22.4139248846,206.242009999
142,colombi,3.0,1022.0,2,80,82,3.00997355693e-132,0.163016677965,32.9597571685,202.186411721
562,informaticaestudio,119.0,0.0,1,0,1,1.6202508542e-45,6.46632822593,0.0322502516326,200.504737129
576,vgb,119.0,1.0,57,1,58,1.01381681825e-44,6.46632822593,0.0322502516326,200.504737129
577,barberia,119.0,1.0,1,1,2,1.01381681825e-44,6.46632822593,0.0322502516326,200.504737129
98,legítima,4.0,1343.0,3,10,13,4.0565998851e-173,0.21735557062,43.3120879426,199.268359302
593,empeda,0.0,322.0,0,243,243,1.82085306271e-43,0.0543388926549,10.3845810257,191.10770423
607,formoseño,1.0,321.0,1,138,139,8.97516403328e-43,0.0543388926549,10.3523307741,190.514202044
609,oncativo,113.0,1.0,29,1,30,1.62981403402e-42,6.14029487,0.0322502516326,190.395254584
596,unne,0.0,320.0,0,152,152,3.30652709726e-43,0.0543388926549,10.3200805224,189.920699856
614,pris,0.0,313.0,0,31,31,2.66856755472e-42,0.0543388926549,10.094328761,185.766184547
639,exxim,0.0,301.0,0,116,116,9.57687895979e-41,0.0543388926549,9.70732574141,178.644158302
651,moconá,0.0,296.0,0,10,10,4.25810198138e-40,0.0543388926549,9.54607448325,175.676647367
664,tilisarao,102.0,0.0,23,0,23,2.90132433347e-39,5.5425670508,0.0322502516326,171.861203253
665,kalima,0.0,289.0,0,103,103,3.43959269666e-39,0.0543388926549,9.32032272182,171.522132058
681,cst,0.0,285.0,0,3,3,1.13504852544e-38,0.0543388926549,9.19132171529,169.148123309
700,pururu,98.0,0.0,70,0,70,8.60372570066e-38,5.32521148018,0.0322502516326,165.121548224
719,alimnetos,97.0,0.0,1,0,1,2.00799775943e-37,5.27087258752,0.0322502516326,163.436634466
718,astrolabio,97.0,0.0,1,0,1,2.00799775943e-37,5.27087258752,0.0322502516326,163.436634466
730,reviro,0.0,273.0,0,170,170,4.0812369378e-37,0.0543388926549,8.8043186957,162.026097065
731,pontevedra,96.0,0.0,30,0,30,4.68664886577e-37,5.21653369487,0.0322502516326,161.751720709
733,rcia,0.0,272.0,0,76,76,5.50120596931e-37,0.0543388926549,8.77206844406,161.432594878
759,bera,1.0,269.0,1,72,73,4.92830964969e-36,0.0543388926549,8.67531768917,159.652088317
750,ailo,94.0,0.0,2,0,2,2.55346703958e-36,5.10785590956,0.0322502516326,158.381893194
762,berrotaran,93.0,0.0,34,0,34,5.96073591562e-36,5.0535170169,0.0322502516326,156.696979437
761,culiadas,93.0,0.0,75,0,75,5.96073591562e-36,5.0535170169,0.0322502516326,156.696979437
794,pichado,1.0,261.0,1,177,178,5.37283843525e-35,0.0543388926549,8.41731567611,154.90407082
795,formoseños,0.0,255.0,0,98,98,8.81529812876e-35,0.0543388926549,8.22381416631,151.343057698
1,merlo,5771.0,65.0,622,52,674,0.0,313.589749511,2.09626635612,149.594419905
847,broncon,85.0,0.0,56,0,56,5.26726196928e-33,4.61880587566,0.0322502516326,143.217669378
883,biking,84.0,1.0,2,1,3,7.67019137695e-32,4.56446698301,0.0322502516326,141.53275562
896,azurra,83.0,1.0,1,1,2,1.79135929704e-31,4.51012809035,0.0322502516326,139.847841863
897,otario,83.0,1.0,57,1,58,1.79135929704e-31,4.51012809035,0.0322502516326,139.847841863
871,tejadito,83.0,0.0,54,0,54,2.8736638491e-32,4.51012809035,0.0322502516326,139.847841863
874,chs,0.0,235.0,0,67,67,3.46984319157e-32,0.0543388926549,7.57880913366,139.473013957
942,comechingones,81.0,1.0,16,1,17,9.77290572482e-31,4.40145030504,0.0322502516326,136.478014348
892,trulaleros,81.0,0.0,2,0,2,1.56822958929e-31,4.40145030504,0.0322502516326,136.478014348
923,chaque,0.0,226.0,0,166,166,5.11183686785e-31,0.0543388926549,7.28855686896,134.131494273
129,bk,396.0,5.0,162,5,167,3.55348524353e-143,21.5182014913,0.161251258163,133.445169585
936,merlooo,79.0,0.0,45,0,45,8.56075380853e-31,4.29277251974,0.0322502516326,133.108186834
940,santimix,0.0,224.0,0,1,1,9.294721783e-31,0.0543388926549,7.2240563657,132.944489899
958,corzuela,0.0,221.0,0,54,54,2.2790670168e-30,0.0543388926549,7.1273056108,131.163983338
1000,contes,77.0,1.0,49,1,50,2.91123872508e-29,4.18409473443,0.0322502516326,129.738359319
973,liebig,0.0,217.0,0,16,16,7.53665425702e-30,0.0543388926549,6.99830460427,128.78997459
998,ches,1.0,217.0,1,120,121,2.75681797211e-29,0.0543388926549,6.99830460427,128.78997459
438,amato,152.0,2.0,35,2,37,4.62783160513e-56,8.25951168354,0.0645005032652,128.053445561
995,producer,0.0,213.0,0,4,4,2.49270929271e-29,0.0543388926549,6.86930359774,126.415965842
1022,camau,1.0,213.0,1,70,71,9.11803995879e-29,0.0543388926549,6.86930359774,126.415965842
1033,bájalo,75.0,1.0,1,1,2,1.5896567904e-28,4.07541694912,0.0322502516326,126.368531804
1025,aij,1.0,212.0,1,77,78,1.22966363196e-28,0.0543388926549,6.83705334611,125.822463655
190,anga,4.0,846.0,4,441,445,5.7315616228e-109,0.21735557062,27.2837128812,125.525712561
1042,esar,1.0,209.0,1,95,96,3.01626226793e-28,0.0543388926549,6.74030259121,124.041957094
1024,worldmusic,0.0,208.0,0,1,1,1.1120969054e-28,0.0543388926549,6.70805233958,123.448454907
1052,yf,1.0,208.0,1,92,93,4.06792490377e-28,0.0543388926549,6.70805233958,123.448454907
1077,joia,72.0,1.0,50,1,51,2.02959411478e-27,3.91240027115,0.0322502516326,121.313790532
1062,conlara,71.0,0.0,15,0,15,7.62687183827e-28,3.8580613785,0.0322502516326,119.628876774
1079,pichada,0.0,198.0,0,147,147,2.21541576577e-27,0.0543388926549,6.38554982325,117.513433036
1096,peptalk,69.0,0.0,2,0,2,4.17062250122e-27,3.74938359319,0.0322502516326,116.25904926
1115,dpec,0.0,194.0,0,99,99,7.33377213443e-27,0.0543388926549,6.25654881672,115.139424288
1123,enrica,68.0,0.0,31,0,31,9.75424517413e-27,3.69504470053,0.0322502516326,114.574135502
1121,lbye,68.0,0.0,3,0,3,9.75424517413e-27,3.69504470053,0.0322502516326,114.574135502
1122,vevooo,68.0,0.0,43,0,43,9.75424517413e-27,3.69504470053,0.0322502516326,114.574135502
1124,barranqueras,0.0,193.0,0,63,63,9.89257280931e-27,0.0543388926549,6.22429856509,114.545922101
154,recep,5.0,962.0,5,529,534,2.17397298053e-123,0.271694463274,31.0247420706,114.189820789
1136,secheep,0.0,192.0,0,106,106,1.33443287263e-26,0.0543388926549,6.19204831346,113.952419914
1155,yagua,0.0,189.0,0,113,113,3.27562022956e-26,0.0543388926549,6.09529755856,112.171913353
1159,argela,0.0,188.0,0,111,111,4.41879793444e-26,0.0543388926549,6.06304730693,111.578411166
1166,bolognani,66.0,0.0,10,0,10,5.33724099563e-26,3.58636691522,0.0322502516326,111.204307987
1179,ajpp,0.0,186.0,0,2,2,8.04161351196e-26,0.0543388926549,5.99854680366,110.391406791
1184,quiti,0.0,185.0,0,72,72,1.08485521102e-25,0.0543388926549,5.96629655203,109.797904604
1188,oltra,65.0,0.0,2,0,2,1.24867645295e-25,3.53202802257,0.0322502516326,109.51939423
1260,enet,64.0,1.0,39,1,40,1.81463074333e-24,3.47768912991,0.0322502516326,107.834480473
1233,culiadaaa,63.0,0.0,51,0,51,6.8370154236e-25,3.42335023726,0.0322502516326,106.149566715
1234,mercedino,63.0,0.0,5,0,5,6.8370154236e-25,3.42335023726,0.0322502516326,106.149566715
1239,mandiyú,0.0,178.0,0,10,10,8.82565719359e-25,0.0543388926549,5.7405447906,105.643389295
1275,encestando,1.0,178.0,1,3,4,3.2283409803e-24,0.0543388926549,5.7405447906,105.643389295
346,chipitas,3.0,529.0,1,321,322,1.42707770626e-68,0.163016677965,17.0603831136,104.654218983
1257,fages,0.0,176.0,0,2,2,1.60661814131e-24,0.0543388926549,5.67604428734,104.456384921
1282,osquiero,61.0,0.0,3,0,3,3.74536692914e-24,3.31467245195,0.0322502516326,102.779739201
1281,卐,61.0,0.0,1,0,1,3.74536692914e-24,3.31467245195,0.0322502516326,102.779739201
1298,скачать,0.0,172.0,0,2,2,5.32507292396e-24,0.0543388926549,5.54704328081,102.082376173
1297,breñense,0.0,172.0,0,22,22,5.32507292396e-24,0.0543388926549,5.54704328081,102.082376173
19,tere,36.0,6177.0,26,1228,1254,0.0,1.95620013558,199.209804334,101.835083594
1310,fule,0.0,171.0,0,117,117,7.18532225854e-24,0.0543388926549,5.51479302917,101.488873986
1311,nsq,0.0,171.0,0,86,86,7.18532225854e-24,0.0543388926549,5.51479302917,101.488873986
1313,otaria,60.0,0.0,46,0,46,8.76782227183e-24,3.26033355929,0.0322502516326,101.094825443
1369,huevasos,60.0,1.0,35,1,36,5.43983362174e-23,3.26033355929,0.0322502516326,101.094825443
1334,midland,59.0,0.0,26,0,26,2.05280260856e-23,3.20599466664,0.0322502516326,99.4099116858
193,culiaaa,295.0,5.0,129,5,134,3.55409778711e-106,16.0299733332,0.161251258163,99.4099116858
102,culiau,471.0,8.0,127,7,134,2.5610010888e-168,25.5936184404,0.258002013061,99.1992974657
122,misionero,7.0,1167.0,7,184,191,9.70110160089e-149,0.380372248584,37.6360436552,98.945293184
1351,chh,0.0,166.0,0,66,66,3.21483440886e-23,0.0543388926549,5.35354177101,98.5213630504
194,pinar,292.0,5.0,106,5,111,4.46556001315e-105,15.8669566552,0.161251258163,98.3989634311
1366,gorriado,58.0,0.0,45,0,45,4.80687336166e-23,3.15165577398,0.0322502516326,97.7249979282
1365,éxttaño,58.0,0.0,1,0,1,4.80687336166e-23,3.15165577398,0.0322502516326,97.7249979282
1370,bombola,0.0,164.0,0,99,99,5.8545831843e-23,0.0543388926549,5.28904126774,97.3343586762
377,gildo,3.0,491.0,3,160,163,1.16727732832e-63,0.163016677965,15.8348735516,97.1365246138
9,teres,71.0,11491.0,36,1802,1838,0.0,3.8580613785,370.58764151,96.0554032591
1388,molles,57.0,0.0,9,0,9,1.12574559749e-22,3.09731688133,0.0322502516326,96.040084171
1398,curuzu,0.0,161.0,0,52,52,1.43899895661e-22,0.0543388926549,5.19229051285,95.5538521152
1397,andreau,0.0,161.0,0,1,1,1.43899895661e-22,0.0543388926549,5.19229051285,95.5538521152
93,culiados,510.0,9.0,242,8,250,7.96927796482e-182,27.712835254,0.290252264693,95.478446252
1409,angaaa,0.0,160.0,0,126,126,1.94206879003e-22,0.0543388926549,5.16004026121,94.960349928
1419,fassi,56.0,0.0,16,0,16,2.63682967386e-22,3.04297798867,0.0322502516326,94.3551704134
1485,ifb,56.0,1.0,1,1,2,1.63398920176e-21,3.04297798867,0.0322502516326,94.3551704134
1449,condores,55.0,0.0,22,0,22,6.1771822182e-22,2.98863909602,0.0322502516326,92.6702566562
1450,fexer,55.0,0.0,1,0,1,6.1771822182e-22,2.98863909602,0.0322502516326,92.6702566562
1514,merchandising,55.0,1.0,13,1,14,3.82660840163e-21,2.98863909602,0.0322502516326,92.6702566562
1451,concaran,55.0,0.0,25,0,25,6.1771822182e-22,2.98863909602,0.0322502516326,92.6702566562
1515,merloo,55.0,1.0,41,1,42,3.82660840163e-21,2.98863909602,0.0322502516326,92.6702566562
1525,aristobulo,1.0,154.0,1,34,35,4.29434047793e-21,0.0543388926549,4.96653875142,91.3993368058
1474,nms,0.0,154.0,0,32,32,1.17398904279e-21,0.0543388926549,4.96653875142,91.3993368058
1549,lawson,54.0,1.0,20,1,21,8.96277574144e-21,2.93430020336,0.0322502516326,90.9853428987
1479,belgrido,54.0,0.0,24,0,24,1.44733030843e-21,2.93430020336,0.0322502516326,90.9853428987
1494,pdas,0.0,152.0,0,56,56,2.13894494848e-21,0.0543388926549,4.90203824815,90.2123324316
219,jei,5.0,756.0,5,305,310,8.58750626546e-97,0.271694463274,24.3811902342,89.7375306821
1501,camelot,0.0,151.0,0,89,89,2.88722642203e-21,0.0543388926549,4.86978799652,89.6188302446
1507,petrino,53.0,0.0,4,0,4,3.39169144088e-21,2.87996131071,0.0322502516326,89.3004291414
1506,tontacos,53.0,0.0,2,0,2,3.39169144088e-21,2.87996131071,0.0322502516326,89.3004291414
1508,tiradaso,53.0,0.0,35,0,35,3.39169144088e-21,2.87996131071,0.0322502516326,89.3004291414
1516,arion,0.0,150.0,0,45,45,3.89736612033e-21,0.0543388926549,4.83753774489,89.0253280576
1536,emsa,0.0,148.0,0,72,72,7.10198560385e-21,0.0543388926549,4.77303724162,87.8383236834
1538,jiaaa,0.0,148.0,0,71,71,7.10198560385e-21,0.0543388926549,4.77303724162,87.8383236834
1537,engau,0.0,148.0,0,86,86,7.10198560385e-21,0.0543388926549,4.77303724162,87.8383236834
1619,acotados,52.0,1.0,1,1,2,4.91925815978e-20,2.82562241805,0.0322502516326,87.6155153839
1542,niq,52.0,0.0,13,0,13,7.94948722731e-21,2.82562241805,0.0322502516326,87.6155153839
1543,mestizarock,52.0,0.0,1,0,1,7.94948722731e-21,2.82562241805,0.0322502516326,87.6155153839
1618,viajeson,52.0,1.0,36,1,37,4.91925815978e-20,2.82562241805,0.0322502516326,87.6155153839
1603,itatí,1.0,147.0,1,69,70,3.50695499335e-20,0.0543388926549,4.74078698999,87.2448214964
1552,machagai,0.0,147.0,0,51,51,9.58734275933e-21,0.0543388926549,4.74078698999,87.2448214964
1633,qlq,1.0,145.0,1,67,68,6.39139867763e-20,0.0543388926549,4.67628648673,86.0578171224
1663,headbang,51.0,1.0,1,1,2,1.1527444074e-19,2.7712835254,0.0322502516326,85.9306016266
1598,tuned,0.0,143.0,0,7,7,3.18470799399e-20,0.0543388926549,4.61178598346,84.8708127482
1610,azara,0.0,142.0,0,28,28,4.29969352852e-20,0.0543388926549,4.57953573183,84.2773105612
1670,trc,1.0,142.0,1,8,9,1.57278323553e-19,0.0543388926549,4.57953573183,84.2773105612
1612,lukie,50.0,0.0,27,0,27,4.36936598855e-20,2.71694463274,0.0322502516326,84.2456878691
1691,lagooo,50.0,1.0,33,1,34,2.70171659123e-19,2.71694463274,0.0322502516326,84.2456878691
6,culia,892.0,18.0,249,15,264,0.0,48.4702922481,0.580504529387,83.4968373103
1642,obereño,0.0,140.0,0,44,44,7.83798255457e-20,0.0543388926549,4.51503522856,83.090306187
1656,lofts,49.0,0.0,15,0,15,1.02466309683e-19,2.66260574009,0.0322502516326,82.5607741119
1657,continuados,0.0,139.0,0,82,82,1.05828707128e-19,0.0543388926549,4.48278497693,82.496804
247,ville,244.0,5.0,28,5,33,1.72729140416e-87,13.2586898078,0.161251258163,82.2237913604
746,tereee,2.0,277.0,2,170,172,1.62922091528e-36,0.10867778531,8.93331970223,82.2000529064
332,conca,193.0,4.0,61,3,64,1.46390118926e-69,10.4874062824,0.12900100653,81.2970887941
461,servers,3.0,410.0,1,2,3,3.49225265344e-53,0.163016677965,13.2226031694,81.1119655637
1687,galleres,48.0,0.0,27,0,27,2.40342284231e-19,2.60826684743,0.0322502516326,80.8758603543
1685,nticx,48.0,0.0,34,0,34,2.40342284231e-19,2.60826684743,0.0322502516326,80.8758603543
1686,ipem,48.0,0.0,22,0,22,2.40342284231e-19,2.60826684743,0.0322502516326,80.8758603543
1778,sarinha,48.0,1.0,2,1,3,1.48485694855e-18,2.60826684743,0.0322502516326,80.8758603543
1688,pururus,48.0,0.0,31,0,31,2.40342284231e-19,2.60826684743,0.0322502516326,80.8758603543
1689,añañay,0.0,136.0,0,91,91,2.60535015152e-19,0.0543388926549,4.38603422203,80.7162974388
1769,montecarlo,1.0,135.0,1,58,59,1.28688386064e-18,0.0543388926549,4.3537839704,80.1227952518
1768,isso,1.0,135.0,1,38,39,1.28688386064e-18,0.0543388926549,4.3537839704,80.1227952518
1708,sylvina,0.0,135.0,0,30,30,3.51810794932e-19,0.0543388926549,4.3537839704,80.1227952518
1709,añañai,0.0,135.0,0,95,95,3.51810794932e-19,0.0543388926549,4.3537839704,80.1227952518
1816,merlina,47.0,1.0,15,1,16,3.48199944652e-18,2.55392795478,0.0322502516326,79.1909465971
1729,absorbed,47.0,0.0,2,0,2,5.6385735541e-19,2.55392795478,0.0322502516326,79.1909465971
1815,campillo,47.0,1.0,6,1,7,3.48199944652e-18,2.55392795478,0.0322502516326,79.1909465971
1814,juky,47.0,1.0,1,1,2,3.48199944652e-18,2.55392795478,0.0322502516326,79.1909465971
1761,comparseros,0.0,131.0,0,25,25,1.17002930539e-18,0.0543388926549,4.22478296387,77.7487865036
1772,jachal,46.0,0.0,3,0,3,1.32312865888e-18,2.49958906212,0.0322502516326,77.5060328395
1868,trula,46.0,1.0,22,1,23,8.16691822247e-18,2.49958906212,0.0322502516326,77.5060328395
1876,empedrado,1.0,128.0,1,68,69,1.05430641327e-17,0.0543388926549,4.12803220897,75.9682799424
1808,malaso,45.0,0.0,31,0,31,3.10550827656e-18,2.44525016947,0.0322502516326,75.8211190823
1908,oktober,45.0,1.0,34,1,35,1.91591671019e-17,2.44525016947,0.0322502516326,75.8211190823
1909,licenciaturas,45.0,1.0,1,1,2,1.91591671019e-17,2.44525016947,0.0322502516326,75.8211190823
1910,yacanto,45.0,1.0,24,1,25,1.91591671019e-17,2.44525016947,0.0322502516326,75.8211190823
1854,xfarganx,0.0,125.0,0,2,2,7.10221131879e-18,0.0543388926549,4.03128145407,74.1877733813
860,ferno,88.0,2.0,37,2,39,1.53535239557e-32,4.78182255363,0.0645005032652,74.1362053249
861,docta,88.0,2.0,55,2,57,1.53535239557e-32,4.78182255363,0.0645005032652,74.1362053249
1857,riotercerense,44.0,0.0,14,0,14,7.29063552637e-18,2.39091127681,0.0322502516326,74.1362053248
1858,duraso,44.0,0.0,39,0,39,7.29063552637e-18,2.39091127681,0.0322502516326,74.1362053248
1856,aburridaso,44.0,0.0,19,0,19,7.29063552637e-18,2.39091127681,0.0322502516326,74.1362053248
1960,previamos,44.0,1.0,36,1,37,4.49559988772e-17,2.39091127681,0.0322502516326,74.1362053248
1871,gigared,0.0,124.0,0,71,71,9.59337610603e-18,0.0543388926549,3.99903120244,73.5942711943
1870,bombolo,0.0,124.0,0,78,78,9.59337610603e-18,0.0543388926549,3.99903120244,73.5942711943
867,buddha,2.0,245.0,2,94,96,2.29919127969e-32,0.10867778531,7.90131164998,72.7040179135
1896,culiaw,43.0,0.0,14,0,14,1.71200389504e-17,2.33657238416,0.0322502516326,72.4512915675
1897,astrolabier,43.0,0.0,1,0,1,1.71200389504e-17,2.33657238416,0.0322502516326,72.4512915675
1895,sullivan,43.0,0.0,25,0,25,1.71200389504e-17,2.33657238416,0.0322502516326,72.4512915675
1898,fotorecuerdos,43.0,0.0,1,0,1,1.71200389504e-17,2.33657238416,0.0322502516326,72.4512915675
1981,descárgalo,1.0,122.0,1,6,7,6.40315600835e-17,0.0543388926549,3.93453069918,72.4072668202
1980,isss,1.0,122.0,1,67,68,6.40315600835e-17,0.0543388926549,3.93453069918,72.4072668202
1925,tareferos,0.0,121.0,0,17,17,2.36475684306e-17,0.0543388926549,3.90228044754,71.8137646331
1995,tfb,1.0,121.0,1,4,5,8.64992737999e-17,0.0543388926549,3.90228044754,71.8137646331
160,tili,340.0,8.0,70,6,76,2.32084423922e-120,18.4752235027,0.258002013061,71.6088346889
2057,kerem,42.0,1.0,12,1,13,2.47687175028e-16,2.2822334915,0.0322502516326,70.76637781
1951,ohse,42.0,0.0,1,0,1,4.02119998517e-17,2.2822334915,0.0322502516326,70.76637781
1952,berrotarán,42.0,0.0,12,0,12,4.02119998517e-17,2.2822334915,0.0322502516326,70.76637781
2058,culiadito,42.0,1.0,28,1,29,2.47687175028e-16,2.2822334915,0.0322502516326,70.76637781
1957,ncq,0.0,119.0,0,61,61,4.31585179134e-17,0.0543388926549,3.83777994428,70.6267602591
2068,camargo,1.0,117.0,1,22,23,2.88156793598e-16,0.0543388926549,3.77327944101,69.4397558849
22,culiado,2054.0,50.0,383,35,418,0.0,111.612085513,1.61251258163,69.2162571533
2003,embate,41.0,0.0,3,0,3,9.44764145884e-17,2.22789459885,0.0322502516326,69.0814640528
2002,chairos,41.0,0.0,1,0,1,9.44764145884e-17,2.22789459885,0.0322502516326,69.0814640528
2009,damilano,0.0,116.0,0,7,7,1.06437889408e-16,0.0543388926549,3.74102918938,68.8462536979
2010,nuzlocke,0.0,116.0,0,1,1,1.06437889408e-16,0.0543388926549,3.74102918938,68.8462536979
2011,posadeño,0.0,116.0,0,40,40,1.06437889408e-16,0.0543388926549,3.74102918938,68.8462536979
2012,tassano,0.0,116.0,0,6,6,1.06437889408e-16,0.0543388926549,3.74102918938,68.8462536979
569,graty,3.0,348.0,3,30,33,3.68607388342e-45,0.163016677965,11.2230875681,68.8462536975
2105,subscribete,1.0,115.0,1,1,2,5.26048935913e-16,0.0543388926549,3.70877893775,68.2527515109
2052,zelarayan,40.0,0.0,7,0,7,2.22030974296e-16,2.1735557062,0.0322502516326,67.3965502955
2051,ascasubi,40.0,0.0,18,0,18,2.22030974296e-16,2.1735557062,0.0322502516326,67.3965502955
2050,bvo,40.0,0.0,22,0,22,2.22030974296e-16,2.1735557062,0.0322502516326,67.3965502955
2167,anisacate,40.0,1.0,8,1,9,1.36596787096e-15,2.1735557062,0.0322502516326,67.3965502955
982,culiauuu,80.0,2.0,38,1,39,1.35096455861e-29,4.34711141239,0.0645005032652,67.3965502954
2139,tuiteada,1.0,113.0,1,1,2,9.60473787448e-16,0.0543388926549,3.64427843448,67.0657471367
2091,angau,0.0,111.0,0,77,77,4.79499838441e-16,0.0543388926549,3.57977793122,65.8787427627
2092,guaina,0.0,111.0,0,76,76,4.79499838441e-16,0.0543388926549,3.57977793122,65.8787427627
2093,cge,0.0,111.0,0,24,24,4.79499838441e-16,0.0543388926549,3.57977793122,65.8787427627
2094,riberacostanera,0.0,111.0,0,1,1,4.79499838441e-16,0.0543388926549,3.57977793122,65.8787427627
2186,ips,1.0,111.0,1,46,47,1.75391737285e-15,0.0543388926549,3.57977793122,65.8787427627
993,hehe,2.0,222.0,1,12,13,2.218872285e-29,0.10867778531,7.15955586243,65.8787427624
2245,feaso,39.0,1.0,27,1,28,3.20906873903e-15,2.11921681354,0.0322502516326,65.711636538
2100,intercordoba,39.0,0.0,19,0,19,5.21953958997e-16,2.11921681354,0.0322502516326,65.711636538
2103,spurlock,39.0,0.0,1,0,1,5.21953958997e-16,2.11921681354,0.0322502516326,65.711636538
2102,schwander,39.0,0.0,1,0,1,5.21953958997e-16,2.11921681354,0.0322502516326,65.711636538
2101,unlam,39.0,0.0,18,0,18,5.21953958997e-16,2.11921681354,0.0322502516326,65.711636538
2104,telemanias,39.0,0.0,30,0,30,5.21953958997e-16,2.11921681354,0.0322502516326,65.711636538
