palabra,pvalorWelch
buenaasss,4.06497510207e-05
kei,3.84219906439e-05
alfabetización,8.60267383106e-05
asdf,0.00852436858778
puesss,8.72643431164e-08
idiotes,6.68167428102e-08
descubrelo,0.0138737089877
estees,6.92019693356e-06
blogs,0.000272853885019
etchegoyen,0.225223742528
bartolomé,0.0185866324361
brba,1.70307792555e-05
turro,7.6555254049e-12
miré,2.73365388034e-20
molecular,0.000341332791916
boluuudo,2.66439885136e-12
aguantate,3.96479933501e-11
trucooo,2.24212573354e-08
bluda,3.56803580356e-07
disfrutá,0.000594613606393
compa,5.56927476576e-14
dalmacio,0.00786807948636
mellado,0.0690180331013
quesada,0.0380161383724
aproposito,3.42455658272e-05
chatear,1.29496137309e-08
reserva,2.44396487268e-07
kalinski,0.00795859211171
vatu,0.186879900845
bludo,0.000296278325868
cirito,0.0070116096571
bbc,0.0750118323966
cenaa,2.32975803619e-06
santucho,0.0416252917238
hicistes,1.63631313851e-05
conn,5.07410348933e-06
vermú,0.0190105692318
desps,0.000308361315622
shecka,5.20350008522e-05
fotear,0.0131427287282
esquiando,2.55028827731e-06
destroyeddd,2.5494910251e-05
terriblee,0.0485878037973
tpp,0.000877291364361
juntadaaa,9.25786632987e-08
jugadorrr,9.49963549812e-08
principales,0.174071679113
tannnto,7.57152253891e-18
maña,2.72451810806e-12
wachhh,8.36472966042e-07
lucila,1.75073510801e-06
campazzo,1.1999164414e-07
fortin,0.0157881133978
higuaín,5.51503565543e-08
sata,1.5609495447e-06
turrix,2.40974005598e-05
neblinas,0.0462709452106
imhoff,0.0037606977559
raje,5.91677660925e-10
parcialmente,0.0479208879592
tontear,0.00133771639421
ahqe,0.00554020856312
chelito,5.02534477354e-05
nike,0.000770253606142
caraduras,1.23562409686e-06
closs,0.00022965038601
pudrición,0.00638349458396
amaria,3.49096236259e-12
chirlos,3.44388921909e-10
amigui,1.14425003294e-12
jojojojo,0.000669876948136
andinos,0.0071384177259
felicitas,0.000141089642789
bts,0.919513690616
azurro,0.04859571031
juntamoss,2.18504738033e-08
yago,0.000243048098243
mesmo,0.00661490409577
panteras,0.000115598907546
maomeno,4.51312305531e-08
catalanes,0.000575696331762
picaros,1.30402698483e-05
tolar,0.0239462817685
josha,8.47341730203e-05
carlin,0.000579473286005
marchamos,1.29862163604e-08
localidades,1.62713191322e-05
fallow,0.169283806583
vidi,1.11437040675e-06
decisss,1.13752107156e-13
empleada,1.71465083429e-12
churita,0.00249196223861
densas,3.7488734775e-13
diosos,2.18702745989e-06
novaresio,7.38284700763e-07
ediles,0.133624337353
rochy,0.000723467441156
alllta,1.39078215541e-06
btw,3.17923018314e-05
sabela,1.67659082821e-08
belén,1.72238704735e-05
eeei,2.23722590096e-08
terrenos,3.46162739599e-07
localmente,0.152205959216
chochos,1.02427525181e-07
independencia,2.07290768385e-13
xdxdxd,0.00115043219815
peliar,5.21374236717e-13
florencio,2.06370120962e-08
masajesss,3.43924678917e-12
soberana,8.14555382948e-05
azu,5.15818221004e-05
locrito,0.000270531502
giova,0.066136017394
caren,0.013636460457
papers,0.00468645310365
menudos,0.0147394364623
campillo,0.101975342938
efa,0.0403178239463
astorga,0.0183577765828
joão,0.00634228326649
comunio,0.137479963969
cronograma,4.43835259119e-08
ashuda,9.50685659803e-06
liars,0.0590362369273
revenant,7.09255332267e-06
kodigo,7.71733381248e-05
pajaa,1.01240235334e-05
hei,0.00692262712293
pajjjero,0.000866717911262
yose,0.00117158083561
news,0.000299849758008
mármol,0.00300114416674
danu,0.00105034535418
agarro,1.25817403587e-79
alicante,0.00114878102665
palmasos,8.95437673121e-06
literal,3.85382935357e-23
tacha,1.13190720871e-05
barboza,0.000960174478124
melina,0.318839234212
portado,0.0052280403577
blas,6.94211432134e-07
sharing,0.00156673460942
manejame,6.72061719324e-07
bro,3.55287628976e-16
farola,0.0022049280592
verdeee,0.131006361019
tribunal,2.51671630676e-13
copiloto,7.96621438448e-06
ortivaaa,1.46198765012e-08
mosto,0.00137795561174
fonavi,0.0669830618202
diaso,2.83722308787e-05
motin,7.47997894996e-05
marshall,0.000282919998068
gratuito,1.78499009649e-13
necesitaría,3.68714438513e-22
keno,0.000411448701652
altaa,0.107924283792
bostaaa,0.010375334361
ñaaa,0.00142592373298
barza,0.0619279585419
mormones,0.00503992329394
secaaa,0.000865083221492
shimano,0.161181615329
cumbiancha,1.87990928301e-05
lanzamiento,3.31460800645e-05
resaltó,3.84080165404e-05
cyn,0.0575126275845
aburrimientoo,6.71227688629e-07
ache,0.00106335885507
apurale,5.77999974318e-06
llull,0.000237889720589
sarmiento,1.43761506096e-14
copen,0.340273885962
tormenton,5.48087060483e-06
scrum,0.00163061901094
bsos,0.0235644502144
cules,0.210987228655
tanks,0.160812857658
expedito,2.4289343831e-06
necesitaria,1.97403441821e-14
morsita,0.000519473226958
vecinal,0.0267655347544
dtoke,2.64738364084e-07
valentina,2.9698038274e-12
madrugar,9.97280364941e-10
nenee,1.44343594417e-11
comunicados,3.84041898291e-05
escabie,1.23067401224e-07
cro,0.00587539965378
provincial,5.16264807379e-22
exteriores,0.0165174035869
garcas,0.000183564584802
dormimos,2.00156468807e-24
gise,1.18445720805e-07
karli,0.0106492931184
cabesa,6.7065509254e-07
eólica,0.0648272900745
menina,0.000865140318909
josi,8.55620890849e-05
portaste,1.13700385263e-08
w,0.188555161453
edición,4.45343541366e-07
contractura,1.92478908478e-08
cuaderno,2.60384433379e-09
faus,0.0194635687539
agite,0.0144612210818
adjudicatarios,0.0495615423138
toq,9.37154013067e-06
festtt,4.41507598911e-08
mann,0.0322350066995
forestal,1.01349832857e-07
siestaa,2.36498722102e-28
cumpaaa,5.99600686751e-07
valenchu,0.00559885390765
royale,0.0226063813316
bolu,0.616137731527
maluma,2.81531436413e-17
opas,0.00079690064043
vallejos,0.0128336270515
nachi,0.00151923398614
jajajajajajajajajajajajajajajaja,7.26472302562e-16
actuará,0.00296646031506
vilu,0.102192840171
salidera,0.000155388946367
faku,0.00964905587907
aveska,0.0683843623239
guapos,5.19840189277e-07
tochi,0.00103096418975
iri,0.000243804430949
tongo,8.70366583294e-06
cualq,1.86622714538e-09
olvidatee,1.86575525934e-17
conquien,1.46932121314e-05
soñaaar,0.24625690009
suscribete,0.129544847709
subsecretario,0.0349731706132
millers,7.74245484794e-05
quevedo,0.00012371099629
surgir,5.5265044268e-08
deliramos,5.29609531629e-05
yamile,0.0278785994654
gili,0.00277223721122
scout,0.000165113295354
enzi,0.000713837456422
agarrado,1.09832573697e-19
sem,2.52382644826e-10
bosssta,2.91947545001e-08
matador,0.00168363061437
guiñe,5.3758372559e-07
grax,2.83748888092e-15
tein,3.8372267927e-06
traffic,6.90916696377e-06
premiados,0.0993668592351
chotos,7.27140624491e-33
digweed,0.000331339955102
buzos,5.17343579955e-15
ceno,5.25222074965e-17
odontologia,0.000257063315843
ratoo,1.97335820955e-10
tqm,0.00144565552619
eve,3.32330353556e-10
colgué,4.98041665914e-28
cuidarle,8.56639943515e-05
oficialismo,2.65865089124e-07
cornudos,9.33532295907e-13
visitanos,0.00579589793197
ondi,0.0272613792896
forreando,3.74966758433e-07
caru,0.000502659900011
tonta,4.11692628455e-69
barril,2.26723555567e-06
conservación,0.00311760251901
taurina,0.0100756632365
tod,1.29911789339e-06
doll,0.127560342052
copao,1.08441128282e-05
pingoo,5.12861043753e-06
dibus,6.29840624102e-06
mik,0.00203342165591
alzar,1.34428486315e-05
birraa,2.55720493167e-08
gamboa,0.0552788737044
taxi,1.40111216058e-19
petra,0.0192758956317
hungría,0.00511651337094
canutos,3.8555614183e-05
interinos,0.0223406034708
felicidattt,4.16597228377e-08
escalofriantes,0.264630310685
rochaaa,0.00268990598992
luliii,5.40687718594e-11
golfa,0.00104350521281
panorama,9.89000673449e-06
conozcoo,1.64286778313e-05
santy,0.117966338299
sinfín,0.220272741637
popu,0.0872878336822
combustibles,6.84448763909e-07
encomiendas,3.65114519886e-06
yico,0.0012974801399
morirno,0.00441513941687
divertí,4.2449927567e-08
siestitaa,6.52198167999e-09
heladito,1.13613114849e-10
sammy,0.000480779601728
means,0.278617648943
tarro,1.16380930643e-16
jugatela,1.0688532975e-11
birri,0.00485139819199
cuadrilla,0.000112709044449
mausoleo,0.000888717904088
penultimo,7.34445334776e-07
ev,0.000973848532706
feministas,5.16346320088e-08
fuiraaa,1.52640167592e-06
fiscalía,8.49192245845e-06
restauración,0.000681034461259
fisicaa,0.000104886915424
vertedero,0.0295960249787
santoto,0.000720624902947
báez,0.000807846875393
seraa,3.37619713312e-05
tranka,5.79948568903e-09
curado,5.57648544945e-10
faltasooo,5.9448085904e-05
impaktada,0.000395448027502
deixar,0.00626396671726
caj,0.0301006789704
wssp,0.00110635886585
adjudicación,2.28394093244e-05
nochasaaa,5.87618500378e-06
mets,0.282835265477
bellaa,3.36994743034e-08
kapo,0.00641227154587
chilenas,7.68431358964e-07
rotonda,2.42009016164e-07
inma,0.000110451264093
cep,0.00995448245586
poli,3.67343418722e-11
chay,7.71149719906e-06
museo,9.91528460886e-08
cordobaa,7.92837978663e-08
greetings,0.028358345355
giras,4.51676459366e-08
chismes,0.000530162335317
belluschi,1.39368482366e-07
destina,0.000219772988155
fanea,3.2176435987e-06
gitanos,7.20020603982e-06
ajaaa,1.51641730479e-09
loma,2.0087858519e-08
dom,0.000127782778016
motocicletas,0.232363350946
chetooo,4.82031271353e-05
copla,2.67905063133e-05
histologia,2.92230719137e-06
mamarte,1.37791609601e-06
arrancoo,5.04260782482e-05
noce,4.5071417285e-05
publiqué,1.00653459046e-08
revoleo,3.12262361522e-16
luchi,5.60926848947e-07
bueeena,8.66795098984e-06
noc,1.26829684413e-05
cen,0.143001347398
forros,9.64767219836e-16
voce,0.00280054547847
sani,0.00125615538668
diputada,2.39140921796e-08
básquet,0.0888150299934
tintos,7.81988894212e-05
pulguita,0.000396124159769
solis,0.000319131196423
envenenar,2.13226334154e-11
traídos,0.29673525441
mili,1.57768564369e-19
reservar,4.71650092217e-05
donación,0.00261949195745
ku,6.1926704415e-06
dientitos,1.34689545299e-07
porrazo,2.58078674452e-08
imbecil,7.88962780239e-16
reeey,1.18714519492e-06
tatito,3.48297720896e-05
okei,6.70995426644e-06
godin,2.28407916646e-09
boee,6.96021876016e-09
cycling,0.0694394424177
kaya,0.0855719647122
olvídala,0.00902591213121
eu,1.1587609778e-16
taekwondo,4.26632341795e-05
estacionamiento,1.10207598191e-11
comimos,1.61998849022e-44
xvii,0.0001301894462
franja,0.00665844778779
kretas,7.84111741428e-05
tristisimo,6.74629781194e-11
rajaaa,5.67603183814e-12
entrenarrr,1.36898938467e-08
pree,0.00716474038773
kary,0.000383022295971
multisectorial,0.0144351365264
difusión,0.000902443307362
vagoss,0.000256984338552
estem,7.92218226386e-07
habe,0.232308023841
dai,2.12570451239e-10
kkke,2.67147059511e-08
corredores,0.000900227678964
casorio,0.876659537623
inmobiliaria,0.0127669442092
amigooo,2.07755399489e-21
believe,1.21410704096e-09
muito,4.04921582494e-05
paisajes,9.64408264504e-07
renzo,0.0205008890783
señorr,2.47064956385e-09
asss,0.000771480997681
fv,1.21583156593e-15
humorr,9.25771703651e-15
tontita,2.91142883849e-28
animando,0.0541651186953
lampazo,8.24900132413e-05
uuueee,2.57339206633e-05
sind,0.0695627020833
quaker,1.19221070422e-08
maa,0.00696550402403
katherine,0.000668058108888
dormida,2.98204696474e-36
room,9.16377684955e-05
cueck,0.0112841569024
cipriano,0.00220523400696
bíblico,0.212522187113
então,0.01340428403
foaa,3.18265974624e-05
paah,0.0614890291224
siniestro,0.00565125636196
michi,0.00480669963327
puñeta,0.138291302692
sansa,9.95662947748e-07
broh,0.00313689690888
monumento,2.066465034e-08
sai,0.000417593009651
funny,9.77747800366e-06
compis,0.0455618125144
invitarle,0.00223433891433
ta,4.45023633518e-87
geriátrico,8.89579653181e-10
chio,0.00248881764055
malmal,0.00133363658773
ile,0.000162572008207
juaaa,0.000256369563255
billie,0.181204484291
caute,0.000125361293679
latina,0.000467612135593
ropero,9.49342521648e-20
plenos,0.0414967790613
cndo,0.0015971397385
nosve,7.0137777944e-07
naciente,0.0501885975611
teatral,0.000952865459636
campoo,1.60164539753e-09
conrado,0.0022897429704
feer,0.00047725914263
convocatoria,1.92513183286e-16
brownies,3.68724016326e-10
sabé,8.34555723257e-06
conitos,2.93929794955e-15
chantar,0.000870113952173
burguers,5.47871367584e-06
folclore,8.60854699796e-08
reído,0.00263961258186
yamii,0.022725332638
sínica,1.09956002199e-06
agendate,0.0665028782358
essa,0.0027260259234
kbe,1.67390032284e-09
nhl,0.237694870975
mulher,0.000513352337439
dans,0.377241033019
almirón,0.000510121771916
florchi,0.000159237447783
naiara,5.27752298438e-05
obreros,6.95517721122e-07
elepants,2.75996449035e-07
coll,6.98510843172e-05
wasca,2.29570101892e-07
hermaaano,1.48369004274e-06
cilindro,1.03427297267e-07
hablenme,6.40766712908e-18
fierito,5.44675385924e-07
puig,0.000396145360413
torta,5.48005870751e-96
ajajaj,3.23589720395e-06
tush,0.067760705791
desvele,1.76572178212e-09
coloquio,2.37184385035e-08
defensores,0.0572081023607
laru,0.000488123876645
entrenarr,7.99868844806e-06
caretear,1.42680710378e-17
cubierto,0.00922500734836
pozos,1.83859997934e-12
cortante,2.64139696789e-28
institucionalidad,9.82485430751e-07
aaam,1.91351928015e-08
amplía,3.12296584251e-05
mishel,0.104436034651
nomeee,4.78130703389e-05
fernanfloo,0.0720690876945
rebajas,0.0551121852727
oaa,6.71317498013e-05
analítica,0.00391078786462
unlam,0.000719127186707
mt,0.00132058035537
respondio,2.93010491227e-15
hormigón,0.00197078192094
fuaa,0.490686650424
tímida,4.1622274889e-09
jodon,9.21931938711e-06
comenzas,0.0891472161644
reyna,0.000131767489313
dejad,0.000610898894103
sabb,9.81186092543e-05
expansores,1.55794324353e-07
mártires,0.00316455211907
vecii,2.50565793108e-07
sueñaso,3.19798122884e-08
dicaprio,5.17202754246e-10
mogo,0.00037608291885
cancún,8.61588484665e-06
fernuco,6.2119519027e-06
ferneee,0.000337249919771
escabiando,0.000221225341634
fobal,4.95588391942e-05
fw,0.0194015337519
velaaa,0.000124652937007
hnas,2.41231253672e-07
stefani,0.00861492550523
invernales,0.0352686356397
amiguilla,6.8524058206e-06
chetoo,3.96445030973e-07
moll,0.0465503724647
amiss,0.0248603919605
bez,0.00195773514246
sele,6.98953620852e-09
bobaso,1.84314905831e-07
invictus,1.99291719638e-07
vespertino,3.00869175519e-05
doris,7.22484744251e-10
stressed,1.61231560409e-06
tgi,0.00161372715596
trujillo,0.0217180314177
cont,3.75293731784e-06
museos,7.3703308385e-07
ete,3.67214383149e-08
bahhh,7.86880860971e-06
photos,0.000139597982196
altísima,0.000134557022307
cgt,8.79353665609e-08
ptos,1.41638541468e-07
pilotos,1.36568447652e-09
auri,5.60263757783e-08
afectuoso,5.45352532526e-06
anoté,0.00102753865058
ginebra,0.00958666038933
escarabajo,4.05072302953e-06
pina,7.7223232271e-08
leru,5.00317745044e-06
tortilla,7.98851723369e-15
dolorido,0.00785714293494
ecológico,0.0143944070612
cuesssta,3.7259894925e-07
rochita,3.4472882455e-05
tata,0.025521371272
estresada,2.63395946061e-05
ao,0.000752075770446
cervesita,0.00123653910261
sportmedia,0.123384335622
terribleee,1.49950355299e-07
trapiche,0.0155283885865
consultá,0.0159685154825
idaaa,3.18937529647e-05
fernettt,1.23775699918e-09
máss,3.32416175246e-08
xk,0.000988426395898
callejear,1.61948595219e-10
alfajorcitos,3.7583815122e-09
aji,9.23646909849e-05
marroc,1.04594310659e-06
meteorologica,0.0164934047309
muriel,0.00175019712233
acostado,6.9462731389e-53
vinacho,5.93562838514e-08
buses,0.00012535708952
karencita,0.0769020344517
maizena,2.75090045102e-05
patón,0.000965631608194
zaplaaa,1.38911057736e-05
copo,4.4269942219e-20
cebas,0.000257554511148
amasar,9.76407397922e-08
pancitos,1.26878313004e-07
puu,3.11517383156e-09
charrúa,0.000168614004197
imperiale,0.121186925054
lomas,3.54587856589e-06
paaaja,2.71948149194e-12
virrr,3.38275831055e-05
jurídicas,0.0247445133344
rosello,6.30191812138e-06
eeeaaa,2.31900599924e-05
sc,0.00118102482434
tamo,1.91897636233e-09
hela,0.127737566745
alguém,0.0739879590214
directv,9.41352170803e-16
siestin,0.000548356910975
galleta,0.000247620235573
ayudarle,0.00153925479012
embarque,4.86888211057e-05
arrancamos,3.13555853477e-21
desfiles,1.28717687816e-05
prs,0.0504900563364
setecientos,0.158828934267
comunidad,6.27105636168e-18
agropecuaria,6.24398427556e-05
latvala,0.0181184878239
coimas,0.00124724776003
runa,0.00337337058946
peraaa,6.02255871168e-07
lovillo,0.0423904527165
algggo,2.63977503135e-06
distritos,1.06896934447e-07
esqui,0.0201047938317
incluidos,0.00416188087623
oca,3.26535536805e-05
gosto,0.00126630799944
alvez,0.000433603831172
tas,7.9286771173e-14
perrada,0.00190153594025
destaca,2.23859687397e-08
llagas,6.28929979138e-08
men,8.13834841968e-12
sharon,0.000376284375876
viejaaa,1.62605353956e-15
ub,0.000309844950143
nonear,0.000913378680213
vialidad,7.73414778268e-06
selene,0.000167762186163
cansó,9.45674723626e-25
trabajadoras,4.73837002048e-05
taller,7.20850567647e-15
minist,0.0167343977665
dormirr,2.42900818767e-33
pegote,0.00279583900897
orar,1.71854999934e-07
bombuchas,1.91002419397e-05
ortiven,5.43168275279e-06
maquinar,4.98868383588e-12
bebus,0.000113523035991
chicosss,1.10790278104e-10
ñoquisss,2.08217066283e-11
maka,0.000759881369052
aaalto,4.16406719377e-10
vase,0.00202596684635
bamo,0.000753197690912
loki,3.54146891598e-09
mmno,5.11656045154e-06
marchetti,0.000233778552265
carnavalll,5.30039486781e-05
diviértete,0.229187014119
baggio,3.05503998861e-23
teran,4.29107393813e-05
destacó,1.53095888791e-08
llueveee,9.3597018783e-09
pilates,0.182285324588
realizadores,0.0442090365372
tipa,7.95143834737e-24
lysoform,0.143989470655
detenidos,5.26803806137e-08
repsol,0.020955239291
ypf,2.7869243513e-09
cds,0.000863123954854
keila,0.000123824620259
amigueros,3.18728162464e-06
patiar,9.61836619064e-08
oficios,0.000753227117819
zarpadas,1.51167728295e-10
nata,1.28301539476e-06
シ,0.0614588139277
macharme,0.000220146023191
ocupación,2.74760918087e-07
smsj,7.07926464346e-05
tusini,0.0111583001753
zanella,0.00015337730665
quebranto,6.73713043424e-05
movilizacion,0.0020250423763
glow,9.0839697934e-06
delire,7.02330897272e-07
justicialismo,5.62117097191e-05
chotoo,0.394999708293
blink,7.04692723758e-06
sacha,1.20114617407e-05
ncn,0.0130462516511
curza,0.00655553609262
ahke,0.00945366880632
dany,0.0155637048945
abastecimiento,0.000709220751001
falsita,6.95949398357e-05
deliro,1.22689357151e-07
remiseria,1.56264778343e-06
marmota,2.62729279635e-07
providencia,0.000768826575529
shico,0.0247816090178
inscribirte,0.00235190638402
campesina,5.07763487429e-06
locutores,0.00145632455185
landa,0.000459601048169
heladitooo,3.89868066894e-07
acevedo,3.04498406158e-07
piky,0.000488365903627
compadree,8.38005803147e-05
bruselas,1.79678419357e-06
flasheros,1.41581854997e-09
current,0.0414434348306
gabii,0.0171253499931
basquet,0.00900378670271
agencias,1.10654232873e-05
secundario,0.00121895289463
aylin,0.00510151902398
xxiii,2.79978612714e-05
hidalgo,0.00109836227579
llanes,0.00708233792521
urnas,3.37699990494e-08
owww,0.00588684896002
mañ,8.07364782298e-06
ainara,0.000895716450447
micaa,1.41282476016e-05
ingresantes,2.74996125792e-06
toooy,5.92478737866e-05
denso,2.35111801747e-39
chausi,8.38997339765e-05
salgado,0.000662773517335
bajoneros,2.60206365348e-07
rejunte,0.000318451073316
alexa,0.0324150567958
literario,0.00205278633015
cabral,0.000308860439637
tatuar,3.88665101109e-17
st,0.000628484857381
cra,1.63689889214e-07
frías,0.00484045356088
flojita,1.60008018853e-09
nochieee,2.96104297251e-06
loccco,0.000346734289282
cayote,8.27572894586e-06
discípulos,0.00435925345769
trabajaaa,3.01869099168e-05
loo,6.12657888504e-11
esterilización,0.00753730616925
rataaa,1.11703179295e-11
mentirita,1.18157476921e-09
campeónnn,0.00135296290683
antorcha,1.67454308368e-06
tirapelos,0.000792671579365
tremendoo,1.12351549299e-05
velazco,3.82668303819e-05
gilo,0.00050465087362
clear,0.0237262589182
galgo,3.08461533476e-05
barbaro,8.09454670258e-16
emp,0.00339234161815
han,2.06897594361e-09
empalme,0.00300198402442
fco,0.059821576947
remata,0.00707391125829
volada,6.0089149304e-06
triana,0.00189730015786
latest,0.00186783396601
tumbera,5.14556146045e-06
bronk,2.69778907783e-05
confiteria,0.0532741406889
botánica,0.00408571647554
usurpaciones,0.000470487110035
muertisimo,8.48805592071e-10
corriste,0.00073069633333
ng,0.118552386106
mirar,3.36194183691e-161
opinas,7.25799920057e-10
panflin,0.00149673207089
nessa,0.0426526543441
matarle,2.18354134944e-06
fascista,2.32038632102e-08
despidos,4.09996057164e-08
apropósito,2.4411654121e-15
calente,3.55363379528e-14
ministra,0.0175210361533
ars,0.00558606385619
trote,2.96368749862e-14
fotográfico,0.000453647080526
barbaroo,1.50063865547e-07
shito,2.43952189303e-05
mdp,0.0100054315103
soltame,2.19913983245e-07
mirinda,0.00765214561012
siigo,0.000195338407786
eaaa,8.08267749804e-11
bahiano,3.91002679073e-05
oka,9.28530473353e-17
notario,0.277294980809
lindddo,1.01388463943e-06
sarlo,0.000124262042745
asociarse,0.00118603309227
miam,0.00065624689729
matadero,0.000328804100526
bid,0.00072528420328
gobernación,1.48683217752e-08
mestiza,0.0176226501686
enormee,0.00781367088268
candelaria,4.00376698568e-09
manon,0.00617471741681
salvatierra,0.0211878043591
arabes,0.00841040602284
colgueee,3.82248407356e-08
monu,0.00322653592115
plays,0.000185529244947
birritaaa,1.12459101992e-06
suicidarno,0.00254435648043
plantean,0.000108825035954
floreadas,0.0270349912371
yuta,8.8018047073e-07
charlamos,1.16740661308e-09
charlitas,0.00084498370566
flema,5.72451970727e-07
recuperatorio,5.61358181381e-16
cartelero,2.35009791641e-05
yanet,0.0041568013022
hina,0.00314316891352
abadie,0.310388417456
legislación,1.39995596497e-07
pille,7.07592309776e-07
pajj,0.00370092140695
cacos,0.00299157682408
maxy,0.0915795567123
jodita,3.69068417718e-23
parfavar,0.00569345913075
malcrien,0.000636469224216
soberania,0.000232615744265
silos,0.440682265741
gachi,0.00875218252406
country,0.0210018409508
feriadito,9.3935560032e-10
marqué,0.0332530179586
colacha,8.35225868036e-06
loquis,3.06290805202e-10
draft,0.0173926980203
choriando,0.0344167809337
corrida,1.40741691325e-05
verbitsky,0.00012456666672
recis,0.000202969750986
km,5.45255278417e-05
golpie,5.73903482888e-08
mataría,2.6812702386e-18
yuli,3.39878983352e-09
ivanna,4.11158270959e-05
clavate,9.94706489271e-10
escaparate,0.0252911890749
vikings,0.00361441881449
titan,0.00169742293785
torrente,0.0230979775097
tcp,0.00554289847284
teke,6.56768137841e-05
rompo,1.09431445844e-46
hdmp,1.52315999693e-09
reunido,0.0489440327219
sensibilización,0.000781204674278
burla,6.57816412408e-11
warning,3.72198517422e-05
velvet,0.0023869806081
choras,0.0267969075088
baiii,1.08268425234e-05
umma,0.000671894087611
cabernet,0.260575974942
colocación,0.0141861041017
cagaba,3.83516983868e-19
maricel,0.0681055047584
laraaa,6.08425037033e-07
comision,0.049866311084
epistemología,4.10618317219e-06
sorte,0.0192991735032
lajitas,0.00291304278232
osiris,0.051914378959
pleito,1.07316409271e-05
sehr,0.312618101086
bombona,4.36277131778e-13
ortográficos,1.80641094737e-08
kion,0.0194062621741
administrativa,0.00050318500671
período,8.41758915151e-06
cerrooo,2.59152234243e-05
iv,4.1287166734e-08
cota,0.000863952949918
ráfaga,0.0559024919563
topos,0.000592954931318
coparticipación,9.5364738244e-06
bulla,0.00309030459076
deo,0.00117706198184
aerobic,0.00643704234372
tintas,0.00322653315363
desmadre,1.78655373945e-09
mandala,6.87455523618e-10
cce,0.298295761294
camilita,1.59366329674e-07
miguel,1.45782468121e-05
mantita,3.95627375269e-13
gsw,0.000515312535708
antón,0.00553895733179
bronnnca,1.23207789274e-07
empedas,1.5142371917e-06
criollitas,1.34596720893e-07
pavear,7.61042473303e-10
tacoss,1.86301621074e-05
ojeteee,5.50445904234e-10
rayen,0.00317328793551
amaaa,9.867397342e-06
bienal,0.00308272147877
pedri,0.00559443358509
awante,3.90973783508e-06
tvd,4.06876097385e-06
tontaa,1.94142471541e-05
shsh,0.000750917564117
gte,0.0289995621196
pl,3.90718131183e-05
quesillo,0.0529037832497
audios,3.69894870443e-73
tarifazos,0.00197605694459
tambiénn,3.40085179029e-07
avispas,0.037052197809
fracas,7.73699244901e-07
comeback,0.00868766066103
vernet,0.0584227718483
mennn,6.09761720229e-08
uniii,1.65616898739e-05
plataforma,1.53421558603e-06
acostate,8.23044228046e-09
martiii,1.28328298109e-07
ctess,0.000359691945472
wpps,4.35185014942e-06
olha,0.0385916652229
mortaaal,9.30615741565e-06
quebra,1.71149314514e-05
nochesss,2.15415015716e-06
crucis,0.0345269563272
qlp,0.000265501596027
buenaaasss,8.5379862663e-05
tannto,5.080980631e-10
salinas,0.000466394026919
tofi,1.80278081287e-07
rescatate,2.07432022022e-09
male,6.11799734643e-06
cori,0.000155654892885
caias,0.00650142591098
agusss,2.81702058761e-10
pasatee,5.55701235228e-06
comenzaste,1.61667685981e-08
jagger,8.14939324554e-09
plenaaa,6.01230919782e-07
salamee,8.79684738814e-08
kumpa,0.00685102043269
vendrían,2.89811352844e-15
entrabamos,6.93256985043e-08
santillan,3.43252006985e-05
molestooo,5.74612313038e-08
nerina,0.0194732047765
iarita,0.00138508876835
gedienta,0.049506650272
portaminas,7.53054118167e-06
castillon,0.000396412049875
viki,4.44984613965e-08
virr,2.21213978352e-05
auca,0.187104072386
polar,0.00057460520559
buendiaaa,0.0186356212429
xo,0.0243488141438
pepi,0.000112703562821
wood,0.000360116617574
nse,0.000261121081122
fassbender,0.147307604154
aprovechá,0.0663883769755
bardiando,2.92809990596e-07
raparme,0.0015077020621
luni,0.00183507810994
bauer,0.104068879404
cuarteto,5.34358735166e-11
carmela,0.00117417859002
capicua,1.34997643829e-06
ceballos,1.4430513326e-08
boto,2.95944274696e-05
helando,2.83562977085e-08
bem,0.000613146074278
chacareros,0.0020759265118
pepes,0.000792296653948
facio,4.33127076689e-05
tempranito,2.25436097305e-28
reinaa,5.14452757971e-05
pasala,2.72364506126e-30
culiadaa,9.05270903289e-05
nuclear,3.15786796498e-05
molido,2.49583074547e-06
fierooo,0.000854703236251
kati,0.000182214329066
verne,0.0191500702462
ciervo,1.17932495496e-07
delfo,0.00506226865054
nevandooo,0.00215927633331
precariedad,2.6477040257e-07
salcedo,0.00242233641848
muejeje,0.698302368529
socios,0.00205724735778
tenho,0.00370595333232
implantes,0.0766836970216
unesco,0.0385322417065
romney,0.00239589010353
correligionario,0.018761266465
facturas,1.4638609376e-23
golf,0.1752569324
faveaba,4.37361142423e-07
horitas,6.24443118021e-30
kiki,5.17661550927e-07
subte,8.61701818439e-09
ingresó,0.00121413143458
embolooo,0.000126633359909
empleos,0.0122838760279
gimnasiaaa,4.922298547e-07
bound,0.0170578220222
realizan,9.90029565412e-07
puteros,0.00466150353744
norri,0.040604534065
trap,3.40485586042e-05
pege,0.000892768312647
faq,8.47169433801e-06
alternativa,0.049979559231
hilton,0.0248692147611
monaa,0.00194465559035
ebrio,5.80108369171e-19
fabricas,0.106125107456
cantera,2.59941304618e-08
info,5.19931808945e-06
jauregui,0.062439698087
reventado,2.18673866808e-08
durísimo,7.13591546966e-06
compaa,9.12616517938e-06
sigues,7.10811182326e-08
pegatina,0.000103870722483
extrañaban,3.71825439203e-13
